VER/PL/RBL14,VERSOVA,8X4,PLATFORM,,,
VER/PL/RBL15,VERSOVA,10X5,PLATFORM,,,
VER/PL/RBL16,VERSOVA,10X5,PLATFORM,,,
VER/PL/RBL17,VERSOVA,8X4,PLATFORM,,,
VER/PL/RBL18,VERSOVA,10X5,PLATFORM,,,
VER/PL/RBL19,VERSOVA,10X5,PLATFORM,,,
VER/PL/RBL20,VERSOVA,8X4,PLATFORM,,,
VER/PL/RBL22,VERSOVA,10X5,PLATFORM,,,
VER/PL/RBL23,VERSOVA,8X4,PLATFORM,,,
VER/CC1/RBL1,VERSOVA,10X5,CONCOURSE,,,
VER/CC1/RBL2,VERSOVA,8X4,CONCOURSE,,,
VER/CC1/RBL3,VERSOVA,8X4,CONCOURSE,,,
VER/CC1/RBL4,VERSOVA,10X5,CONCOURSE,,,
VER/CC1/RBL5,VERSOVA,10X5,CONCOURSE,,,
VER/CC1/RBL6,VERSOVA,8X4,CONCOURSE,,,
VER/CC1/RBL7,VERSOVA,8X4,CONCOURSE,,,
VER/CC1/RBL8,VERSOVA,10X5,CONCOURSE,,,
VER/CC1/WBL1,VERSOVA,10X10,CONCOURSE,,,
